GA,07,Rob,Woodall,,R,R,Georgia,LHOB,1724,20515,1007,(202) 225-4272,"November  8, 2016"
GA,08,Austin,Scott,,R,R,Georgia,RHOB,2417,20515,1008,(202) 225-6531,"November  8, 2016"
GA,09,Doug,Collins,,R,R,Georgia,LHOB,1504,20515,1009,(202) 225-9893,"November  8, 2016"
GA,10,Jody,Hice,B.,R,R,Georgia,CHOB,324,20515,1010,(202) 225-4101,"November  8, 2016"
GA,11,Barry,Loudermilk,,R,R,Georgia,CHOB,329,20515,1011,(202) 225-2931,"November  8, 2016"
GA,12,Rick,Allen,W.,R,R,Georgia,CHOB,426,20515,1012,(202) 225-2823,"November  8, 2016"
GA,13,David,Scott,,D,D,Georgia,CHOB,225,20515,1013,(202) 225-2939,"November  8, 2016"
GA,14,Tom,Graves,,R,R,Georgia,RHOB,2078,20515,1014,(202) 225-5211,"November  8, 2016"
GU,00,Madeleine,Bordallo,Z.,D,D,Guam,RHOB,2441,20515,5301,(202) 225-1188,"November  8, 2016"
HI,01,Colleen,Hanabusa,,D,D,Hawaii,CHOB,422,20515,1101,(202) 225-2726,"November  8, 2016"
HI,02,Tulsi,Gabbard,,D,D,Hawaii,LHOB,1433,20515,1102,(202) 225-4906,"November  8, 2016"
IA,01,Rod,Blum,,R,R,Iowa,LHOB,1108,20515,1501,(202) 225-2911,"November  8, 2016"
IA,02,David,Loebsack,,D,D,Iowa,LHOB,1527,20515,1502,(202) 225-6576,"November  8, 2016"
IA,03,David,Young,,R,R,Iowa,CHOB,240,20515,1503,(202) 225-5476,"November  8, 2016"
IA,04,Steve,King,,R,R,Iowa,RHOB,2210,20515,1504,(202) 225-4426,"November  8, 2016"
ID,01,Raul,Labrador,R.,R,R,Idaho,LHOB,1523,20515,1201,(202) 225-6611,"November  8, 2016"
ID,02,Michael,Simpson,K.,R,R,Idaho,RHOB,2084,20515,1202,(202) 225-5531,"November  8, 2016"
IL,01,Bobby,Rush,L.,D,D,Illinois,RHOB,2188,20515,1301,(202) 225-4372,"November  8, 2016"
IL,02,Robin,Kelly,L.,D,D,Illinois,LHOB,1239,20515,1302,(202) 225-0773,"November  8, 2016"
IL,03,Daniel,Lipinski,,D,D,Illinois,RHOB,2346,20515,1303,(202) 225-5701,"November  8, 2016"
IL,04,Luis,Gutierrez,V.,D,D,Illinois,RHOB,2408,20515,1304,(202) 225-8203,"November  8, 2016"
IL,05,Mike,Quigley,,D,D,Illinois,RHOB,2458,20515,1305,(202) 225-4061,"November  8, 2016"
IL,06,Peter,Roskam,J.,R,R,Illinois,RHOB,2246,20515,1306,(202) 225-4561,"November  8, 2016"
IL,07,Danny,Davis,K.,D,D,Illinois,RHOB,2159,20515,1307,(202) 225-5006,"November  8, 2016"
IL,08,Raja,Krishnamoorthi,,D,D,Illinois,CHOB,515,20515,1308,(202) 225-3711,"November  8, 2016"
IL,09,Janice,Schakowsky,D.,D,D,Illinois,RHOB,2367,20515,1309,(202) 225-2111,"November  8, 2016"
IL,10,Bradley,Schneider,Scott,D,D,Illinois,LHOB,1432,20515,1310,(202) 225-4835,"November  8, 2016"
IL,11,Bill,Foster,,D,D,Illinois,LHOB,1224,20515,1311,(202) 225-3515,"November  8, 2016"
IL,12,Mike,Bost,,R,R,Illinois,LHOB,1440,20515,1312,(202) 225-5661,"November  8, 2016"
IL,13,Rodney,Davis,,R,R,Illinois,LHOB,1740,20515,1313,(202) 225-2371,"November  8, 2016"
IL,14,Randy,Hultgren,,R,R,Illinois,RHOB,2455,20515,1314,(202) 225-2976,"November  8, 2016"
IL,15,John,Shimkus,,R,R,Illinois,RHOB,2217,20515,1315,(202) 225-5271,"November  8, 2016"
IL,16,Adam,Kinzinger,,R,R,Illinois,RHOB,2245,20515,1316,(202) 225-3635,"November  8, 2016"
IL,17,Cheri,Bustos,,D,D,Illinois,LHOB,1009,20515,1317,(202) 225-5905,"November  8, 2016"
IL,18,Darin,LaHood,,R,R,Illinois,LHOB,1424,20515,1318,(202) 225-6201,"November  8, 2016"
IN,01,Peter,Visclosky,J.,D,D,Indiana,RHOB,2328,20515,1401,(202) 225-2461,"November  8, 2016"
IN,02,Jackie,Walorski,,R,R,Indiana,CHOB,419,20515,1402,(202) 225-3915,"November  8, 2016"
IN,03,Jim,Banks,,R,R,Indiana,CHOB,509,20515,1403,(202) 225-4436,"November  8, 2016"
IN,04,Todd,Rokita,,R,R,Indiana,RHOB,2439,20515,1404,(202) 225-5037,"November  8, 2016"
IN,05,Susan,Brooks,W.,R,R,Indiana,LHOB,1030,20515,1405,(202) 225-2276,"November  8, 2016"
IN,06,Luke,Messer,,R,R,Indiana,LHOB,1230,20515,1406,(202) 225-3021,"November  8, 2016"
IN,07,Andre,Carson,,D,D,Indiana,RHOB,2135,20515,1407,(202) 225-4011,"November  8, 2016"
IN,08,Larry,Bucshon,,R,R,Indiana,LHOB,1005,20515,1408,(202) 225-4636,"November  8, 2016"
IN,09,Trey,Hollingsworth,,R,R,Indiana,LHOB,1641,20515,1409,(202) 225-5315,"November  8, 2016"
KS,01,Roger,Marshall,W.,R,R,Kansas,CHOB,312,20515,1601,(202) 225-2715,"November  8, 2016"
KS,02,Lynn,Jenkins,,R,R,Kansas,LHOB,1526,20515,1602,(202) 225-6601,"November  8, 2016"
KS,03,Kevin,Yoder,,R,R,Kansas,RHOB,2433,20515,1603,(202) 225-2865,"November  8, 2016"
KS,04,Ron,Estes,,R,R,Kansas,RHOB,2452,20515,1604,(202) 225-6216,"April 11, 2017"
KY,01,James,Comer,,R,R,Kentucky,LHOB,1513,20515,1701,(202) 225-3115,"November  8, 2016"
KY,02,Brett,Guthrie,,R,R,Kentucky,RHOB,2434,20515,1702,(202) 225-3501,"November  8, 2016"
KY,03,John,Yarmuth,A.,D,D,Kentucky,CHOB,131,20515,1703,(202) 225-5401,"November  8, 2016"
KY,04,Thomas,Massie,,R,R,Kentucky,RHOB,2453,20515,1704,(202) 225-3465,"November  8, 2016"
KY,05,Harold,Rogers,,R,R,Kentucky,RHOB,2406,20515,1705,(202) 225-4601,"November  8, 2016"
KY,06,Andy,Barr,,R,R,Kentucky,LHOB,1427,20515,1706,(202) 225-4706,"November  8, 2016"
LA,01,Steve,Scalise,,R,R,Louisiana,RHOB,2338,20515,1801,(202) 225-3015,"November  8, 2016"
LA,02,Cedric,Richmond,L.,D,D,Louisiana,CHOB,420,20515,1802,(202) 225-6636,"November  8, 2016"
LA,03,Clay,Higgins,,R,R,Louisiana,LHOB,1711,20515,1803,(202) 225-2031,"December 10, 2016"
LA,04,Mike,Johnson,,R,R,Louisiana,CHOB,327,20515,1804,(202) 225-2777,"December 10, 2016"
LA,05,Ralph,Abraham,Lee,R,R,Louisiana,CHOB,417,20515,1805,(202) 225-8490,"November  8, 2016"
LA,06,Garret,Graves,,R,R,Louisiana,CHOB,430,20515,1806,(202) 225-3901,"November  8, 2016"
MA,01,Richard,Neal,E.,D,D,Massachusetts,CHOB,341,20515,2101,(202) 225-5601,"November  8, 2016"
MA,02,James,McGovern,P.,D,D,Massachusetts,CHOB,438,20515,2102,(202) 225-6101,"November  8, 2016"
MA,03,Niki,Tsongas,,D,D,Massachusetts,LHOB,1714,20515,2103,(202) 225-3411,"November  8, 2016"
MA,04,Joseph,Kennedy,P.,D,D,Massachusetts,CHOB,434,20515,2104,(202) 225-5931,"November  8, 2016"
MA,05,Katherine,Clark,M.,D,D,Massachusetts,LHOB,1415,20515,2105,(202) 225-2836,"November  8, 2016"
MA,06,Seth,Moulton,,D,D,Massachusetts,LHOB,1408,20515,2106,(202) 225-8020,"November  8, 2016"
MA,07,Michael,Capuano,E.,D,D,Massachusetts,LHOB,1414,20515,2107,(202) 225-5111,"November  8, 2016"
MA,08,Stephen,Lynch,F.,D,D,Massachusetts,RHOB,2268,20515,2108,(202) 225-8273,"November  8, 2016"
MA,09,William,Keating,R.,D,D,Massachusetts,RHOB,2351,20515,2109,(202) 225-3111,"November  8, 2016"
MD,01,Andy,Harris,,R,R,Maryland,LHOB,1533,20515,2001,(202) 225-5311,"November  8, 2016"
MD,02,C.,Ruppersberger,A. Dutch,D,D,Maryland,RHOB,2416,20515,2002,(202) 225-3061,"November  8, 2016"
MD,03,John,Sarbanes,P.,D,D,Maryland,RHOB,2444,20515,2003,(202) 225-4016,"November  8, 2016"
MD,04,Anthony,Brown,G.,D,D,Maryland,LHOB,1505,20515,2004,(202) 225-8699,"November  8, 2016"
MD,05,Steny,Hoyer,H.,D,D,Maryland,LHOB,1705,20515,2005,(202) 225-4131,"November  8, 2016"
MD,06,John,Delaney,K.,D,D,Maryland,LHOB,1632,20515,2006,(202) 225-2721,"November  8, 2016"
MD,07,Elijah,Cummings,E.,D,D,Maryland,RHOB,2163,20515,2007,(202) 225-4741,"November  8, 2016"
MD,08,Jamie,Raskin,,D,D,Maryland,CHOB,431,20515,2008,(202) 225-5341,"November  8, 2016"
ME,01,Chellie,Pingree,,D,D,Maine,RHOB,2162,20515,1901,(202) 225-6116,"November  8, 2016"
ME,02,Bruce,Poliquin,,R,R,Maine,LHOB,1208,20515,1902,(202) 225-6306,"November  8, 2016"
MI,01,Jack,Bergman,,R,R,Michigan,CHOB,414,20515,2201,(202) 225-4735,"November  8, 2016"
MI,02,Bill,Huizenga,,R,R,Michigan,RHOB,2232,20515,2202,(202) 225-4401,"November  8, 2016"
MI,03,Justin,Amash,,R,R,Michigan,CHOB,114,20515,2203,(202) 225-3831,"November  8, 2016"
MI,04,John,Moolenaar,R.,R,R,Michigan,CHOB,117,20515,2204,(202) 225-3561,"November  8, 2016"
MI,05,Daniel,Kildee,T.,D,D,Michigan,CHOB,227,20515,2205,(202) 225-3611,"November  8, 2016"
MI,06,Fred,Upton,,R,R,Michigan,RHOB,2183,20515,2206,(202) 225-3761,"November  8, 2016"
MI,07,Tim,Walberg,,R,R,Michigan,RHOB,2436,20515,2207,(202) 225-6276,"November  8, 2016"
MI,08,Mike,Bishop,,R,R,Michigan,CHOB,428,20515,2208,(202) 225-4872,"November  8, 2016"
MI,09,Sander,Levin,M.,D,D,Michigan,LHOB,1236,20515,2209,(202) 225-4961,"November  8, 2016"
MI,10,Paul,Mitchell,,R,R,Michigan,CHOB,211,20515,2210,(202) 225-2106,"November  8, 2016"
MI,11,David,Trott,A.,R,R,Michigan,LHOB,1722,20515,2211,(202) 225-8171,"November  8, 2016"
MI,12,Debbie,Dingell,,D,D,Michigan,CHOB,116,20515,2212,(202) 225-4071,"November  8, 2016"
MI,13,,,,,,Michigan,RHOB,2426,20515,2213,(202) 225-5126,
MI,14,Brenda,Lawrence,L.,D,D,Michigan,LHOB,1213,20515,2214,(202) 225-5802,"November  8, 2016"
MN,01,Timothy,Walz,J.,D,D,Minnesota,RHOB,2313,20515,2301,(202) 225-2472,"November  8, 2016"
MN,02,Jason,Lewis,,R,R,Minnesota,CHOB,418,20515,2302,(202) 225-2271,"November  8, 2016"
MN,03,Erik,Paulsen,,R,R,Minnesota,CHOB,127,20515,2303,(202) 225-2871,"November  8, 2016"
MN,04,Betty,McCollum,,D,D,Minnesota,RHOB,2256,20515,2304,(202) 225-6631,"November  8, 2016"
MN,05,Keith,Ellison,,D,D,Minnesota,RHOB,2263,20515,2305,(202) 225-4755,"November  8, 2016"
MN,06,Tom,Emmer,,R,R,Minnesota,CHOB,315,20515,2306,(202) 225-2331,"November  8, 2016"
MN,07,Collin,Peterson,C.,D,D,Minnesota,RHOB,2204,20515,2307,(202) 225-2165,"November  8, 2016"
MN,08,Richard,Nolan,M.,D,D,Minnesota,RHOB,2366,20515,2308,(202) 225-6211,"November  8, 2016"
MO,01,Wm.,Clay,Lacy,D,D,Missouri,RHOB,2428,20515,2501,(202) 225-2406,"November  8, 2016"
MO,02,Ann,Wagner,,R,R,Missouri,CHOB,435,20515,2502,(202) 225-1621,"November  8, 2016"
MO,03,Blaine,Luetkemeyer,,R,R,Missouri,RHOB,2230,20515,2503,(202) 225-2956,"November  8, 2016"
MO,04,Vicky,Hartzler,,R,R,Missouri,RHOB,2235,20515,2504,(202) 225-2876,"November  8, 2016"
MO,05,Emanuel,Cleaver,,D,D,Missouri,RHOB,2335,20515,2505,(202) 225-4535,"November  8, 2016"
MO,06,Sam,Graves,,R,R,Missouri,LHOB,1135,20515,2506,(202) 225-7041,"November  8, 2016"
MO,07,Billy,Long,,R,R,Missouri,RHOB,2454,20515,2507,(202) 225-6536,"November  8, 2016"
MO,08,Jason,Smith,,R,R,Missouri,LHOB,1118,20515,2508,(202) 225-4404,"November  8, 2016"
MP,00,Gregorio,Sablan,Kilili Camacho,D,D,Northern Mariana Islands,RHOB,2411,20515,5201,(202) 225-2646,"November  8, 2016"
MS,01,Trent,Kelly,,R,R,Mississippi,LHOB,1721,20515,2401,(202) 225-4306,"November  8, 2016"
MS,02,Bennie,Thompson,G.,D,D,Mississippi,RHOB,2466,20515,2402,(202) 225-5876,"November  8, 2016"
MS,03,Gregg,Harper,,R,R,Mississippi,RHOB,2227,20515,2403,(202) 225-5031,"November  8, 2016"
MS,04,Steven,Palazzo,M.,R,R,Mississippi,RHOB,2349,20515,2404,(202) 225-5772,"November  8, 2016"
MT,00,Greg,Gianforte,,R,R,Montana,LHOB,1419,20515,2600,(202) 225-3211,"May 25, 2017"
NC,01,G.,Butterfield,K.,D,D,North Carolina,RHOB,2080,20515,3301,(202) 225-3101,"November  8, 2016"
NC,02,George,Holding,,R,R,North Carolina,LHOB,1110,20515,3302,(202) 225-3032,"November  8, 2016"
NC,03,Walter,Jones,B.,R,R,North Carolina,RHOB,2333,20515,3303,(202) 225-3415,"November  8, 2016"
NC,04,David,Price,E.,D,D,North Carolina,RHOB,2108,20515,3304,(202) 225-1784,"November  8, 2016"
NC,05,Virginia,Foxx,,R,R,North Carolina,RHOB,2262,20515,3305,(202) 225-2071,"November  8, 2016"
NC,06,Mark,Walker,,R,R,North Carolina,LHOB,1305,20515,3306,(202) 225-3065,"November  8, 2016"
NC,07,David,Rouzer,,R,R,North Carolina,CHOB,424,20515,3307,(202) 225-2731,"November  8, 2016"
